;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
Receita total prevista do Fundeb 2026 - Portaria Interministerial nº 14, de 29 de Dezembro de 2025;;;;;;;;;;;;
;;;;;;;;;;;;
UF;"Código
IBGE";Entidade;Receita da contribuição de estados e municípios ao Fundeb;Complementação VAAF;Complementação VAAT;Complementação VAAR;Complementação da União Total;Total das receitas previstas;;;;
RS;4309753;IBARAMA; 4.458.561,05 ; -   ; -   ; -   ; -   ; 4.458.561,05 ;;;;
RS;4309803;IBIACA; 4.291.709,16 ; -   ; -   ; 319.810,49 ; 319.810,49 ; 4.611.519,65 ;;;;
RS;4309902;IBIRAIARAS; 7.374.873,09 ; -   ; -   ; -   ; -   ; 7.374.873,09 ;;;;
RS;4309951;IBIRAPUITA; 5.293.072,41 ; -   ; -   ; 299.622,24 ; 299.622,24 ; 5.592.694,65 ;;;;
RS;4310009;IBIRUBA; 19.363.322,32 ; -   ; -   ; 1.386.826,71 ; 1.386.826,71 ; 20.750.149,03 ;;;;
RS;4310108;IGREJINHA; 56.729.023,37 ; -   ; -   ; -   ; -   ; 56.729.023,37 ;;;;
RS;4310207;IJUI; 76.084.450,20 ; -   ; -   ; -   ; -   ; 76.084.450,20 ;;;;
RS;4310306;ILOPOLIS; 4.227.660,26 ; -   ; -   ; 301.492,92 ; 301.492,92 ; 4.529.153,18 ;;;;
RS;4310330;IMBE; 51.147.804,50 ; -   ; -   ; 3.431.630,58 ; 3.431.630,58 ; 54.579.435,08 ;;;;
RS;4310363;IMIGRANTE; 4.375.388,58 ; -   ; -   ; 292.749,16 ; 292.749,16 ; 4.668.137,74 ;;;;
RS;4310405;INDEPENDENCIA; 8.085.142,69 ; -   ; -   ; -   ; -   ; 8.085.142,69 ;;;;
RS;4310413;INHACORA; 3.281.033,02 ; -   ; -   ; 228.485,09 ; 228.485,09 ; 3.509.518,11 ;;;;
RS;4310439;IPE; 5.824.534,27 ; -   ; -   ; -   ; -   ; 5.824.534,27 ;;;;
RS;4310462;IPIRANGA DO SUL; 2.736.137,96 ; -   ; -   ; 196.284,45 ; 196.284,45 ; 2.932.422,41 ;;;;
RS;4310504;IRAI; 9.947.988,61 ; -   ; 381.465,05 ; 287.267,73 ; 668.732,78 ; 10.616.721,39 ;;;;
RS;4310538;ITAARA; 7.986.449,12 ; -   ; -   ; -   ; -   ; 7.986.449,12 ;;;;
RS;4310553;ITACURUBI; 4.303.815,67 ; -   ; -   ; 138.142,99 ; 138.142,99 ; 4.441.958,66 ;;;;
RS;4310579;ITAPUCA; 3.888.434,58 ; -   ; -   ; 117.400,05 ; 117.400,05 ; 4.005.834,63 ;;;;
RS;4310603;ITAQUI; 34.483.351,31 ; -   ; -   ; -   ; -   ; 34.483.351,31 ;;;;
RS;4310652;ITATI; 4.382.365,60 ; -   ; -   ; 240.941,70 ; 240.941,70 ; 4.623.307,30 ;;;;
RS;4310702;ITATIBA DO SUL; 3.554.985,91 ; -   ; -   ; 174.091,78 ; 174.091,78 ; 3.729.077,69 ;;;;
RS;4310751;IVORA; 1.090.007,35 ; -   ; -   ; 35.076,84 ; 35.076,84 ; 1.125.084,19 ;;;;
RS;4310801;IVOTI; 34.050.466,99 ; -   ; -   ; -   ; -   ; 34.050.466,99 ;;;;
RS;4310850;JABOTICABA; 4.481.958,40 ; -   ; -   ; 140.583,47 ; 140.583,47 ; 4.622.541,87 ;;;;
RS;4310876;JACUIZINHO; 2.995.878,48 ; -   ; -   ; -   ; -   ; 2.995.878,48 ;;;;
RS;4310900;JACUTINGA; 3.383.630,24 ; -   ; -   ; 273.532,63 ; 273.532,63 ; 3.657.162,87 ;;;;
RS;4311007;JAGUARAO; 23.311.211,36 ; -   ; -   ; -   ; -   ; 23.311.211,36 ;;;;
RS;4311106;JAGUARI; 8.304.786,48 ; -   ; -   ; 578.520,36 ; 578.520,36 ; 8.883.306,84 ;;;;
RS;4311122;JAQUIRANA; 4.931.015,76 ; -   ; -   ; -   ; -   ; 4.931.015,76 ;;;;
RS;4311130;JARI; 3.939.748,59 ; -   ; -   ; 294.678,27 ; 294.678,27 ; 4.234.426,86 ;;;;
RS;4311155;JOIA; 5.756.334,63 ; -   ; -   ; 374.626,18 ; 374.626,18 ; 6.130.960,81 ;;;;
RS;4311205;JULIO DE CASTILHOS; 19.198.852,50 ; -   ; -   ; 1.303.070,57 ; 1.303.070,57 ; 20.501.923,07 ;;;;
RS;4311239;LAGOA BONITA DO SUL; 2.711.305,38 ; -   ; -   ; 169.712,35 ; 169.712,35 ; 2.881.017,73 ;;;;
RS;4311270;LAGOA DOS TRES CANTOS; 2.505.984,86 ; -   ; -   ; 73.513,36 ; 73.513,36 ; 2.579.498,22 ;;;;
RS;4311304;LAGOA VERMELHA; 23.332.221,86 ; -   ; -   ; 1.479.943,38 ; 1.479.943,38 ; 24.812.165,24 ;;;;
RS;4311254;LAGOAO; 7.254.132,25 ; -   ; -   ; 408.786,03 ; 408.786,03 ; 7.662.918,28 ;;;;
RS;4311403;LAJEADO; 113.464.332,30 ; -   ; -   ; -   ; -   ; 113.464.332,30 ;;;;
RS;4311429;LAJEADO DO BUGRE; 5.014.263,69 ; -   ; 742.027,51 ; -   ; 742.027,51 ; 5.756.291,20 ;;;;
RS;4311502;LAVRAS DO SUL; 8.284.619,06 ; -   ; -   ; -   ; -   ; 8.284.619,06 ;;;;
RS;4311601;LIBERATO SALZANO; 4.113.406,91 ; -   ; -   ; -   ; -   ; 4.113.406,91 ;;;;
RS;4311627;LINDOLFO COLLOR; 10.444.845,38 ; -   ; -   ; -   ; -   ; 10.444.845,38 ;;;;
RS;4311643;LINHA NOVA; 1.769.404,06 ; -   ; -   ; -   ; -   ; 1.769.404,06 ;;;;
RS;4311718;MACAMBARA; 5.819.496,60 ; -   ; -   ; -   ; -   ; 5.819.496,60 ;;;;
RS;4311700;MACHADINHO; 6.895.004,15 ; -   ; -   ; -   ; -   ; 6.895.004,15 ;;;;
RS;4311734;MAMPITUBA; 4.718.925,17 ; -   ; -   ; 300.037,46 ; 300.037,46 ; 5.018.962,63 ;;;;
RS;4311759;MANOEL VIANA; 5.263.859,89 ; -   ; -   ; -   ; -   ; 5.263.859,89 ;;;;
RS;4311775;MAQUINE; 6.898.982,88 ; -   ; -   ; -   ; -   ; 6.898.982,88 ;;;;
RS;4311791;MARATA; 3.837.712,54 ; -   ; -   ; 103.917,44 ; 103.917,44 ; 3.941.629,98 ;;;;
RS;4311809;MARAU; 56.161.331,51 ; -   ; -   ; -   ; -   ; 56.161.331,51 ;;;;
RS;4311908;MARCELINO RAMOS; 5.232.239,70 ; -   ; -   ; -   ; -   ; 5.232.239,70 ;;;;
RS;4311981;MARIANA PIMENTEL; 5.292.707,69 ; -   ; -   ; -   ; -   ; 5.292.707,69 ;;;;
RS;4312005;MARIANO MORO; 1.476.237,04 ; -   ; -   ; 52.868,63 ; 52.868,63 ; 1.529.105,67 ;;;;
RS;4312054;MARQUES DE SOUZA; 5.137.403,88 ; -   ; -   ; 165.302,82 ; 165.302,82 ; 5.302.706,70 ;;;;
RS;4312104;MATA; 3.995.149,42 ; -   ; -   ; -   ; -   ; 3.995.149,42 ;;;;
RS;4312138;MATO CASTELHANO; 5.618.485,94 ; -   ; 571.700,78 ; -   ; 571.700,78 ; 6.190.186,72 ;;;;
RS;4312153;MATO LEITAO; 7.718.261,72 ; -   ; -   ; -   ; -   ; 7.718.261,72 ;;;;
RS;4312179;MATO QUEIMADO; 2.494.612,46 ; -   ; -   ; 88.407,97 ; 88.407,97 ; 2.583.020,43 ;;;;
RS;4312203;MAXIMILIANO DE ALMEIDA; 4.324.891,78 ; -   ; -   ; 266.768,22 ; 266.768,22 ; 4.591.660,00 ;;;;
RS;4312252;MINAS DO LEAO; 9.770.510,14 ; -   ; -   ; -   ; -   ; 9.770.510,14 ;;;;
RS;4312302;MIRAGUAI; 5.662.834,87 ; -   ; -   ; -   ; -   ; 5.662.834,87 ;;;;
RS;4312351;MONTAURI; 2.066.674,21 ; -   ; -   ; 61.205,52 ; 61.205,52 ; 2.127.879,73 ;;;;
RS;4312377;MONTE ALEGRE DOS CAMPOS; 6.598.860,12 ; -   ; -   ; 394.954,92 ; 394.954,92 ; 6.993.815,04 ;;;;
RS;4312385;MONTE BELO DO SUL; 4.168.248,47 ; -   ; -   ; 257.620,37 ; 257.620,37 ; 4.425.868,84 ;;;;
RS;4312401;MONTENEGRO; 69.305.217,77 ; -   ; -   ; 4.584.904,79 ; 4.584.904,79 ; 73.890.122,56 ;;;;
RS;4312427;MORMACO; 4.257.570,53 ; -   ; -   ; 114.103,66 ; 114.103,66 ; 4.371.674,19 ;;;;
RS;4312443;MORRINHOS DO SUL; 4.004.473,72 ; -   ; -   ; -   ; -   ; 4.004.473,72 ;;;;
RS;4312450;MORRO REDONDO; 6.287.337,22 ; -   ; -   ; 455.389,02 ; 455.389,02 ; 6.742.726,24 ;;;;
RS;4312476;MORRO REUTER; 9.281.793,63 ; -   ; -   ; 517.765,24 ; 517.765,24 ; 9.799.558,87 ;;;;
RS;4312500;MOSTARDAS; 16.915.029,87 ; -   ; -   ; 1.136.073,97 ; 1.136.073,97 ; 18.051.103,84 ;;;;
RS;4312609;MUCUM; 4.429.054,78 ; -   ; -   ; -   ; -   ; 4.429.054,78 ;;;;
RS;4312617;MUITOS CAPOES; 3.519.663,30 ; -   ; -   ; -   ; -   ; 3.519.663,30 ;;;;
RS;4312625;MULITERNO; 905.597,58 ; -   ; -   ; 22.907,33 ; 22.907,33 ; 928.504,91 ;;;;
RS;4312658;NAO-ME-TOQUE; 24.597.043,05 ; -   ; -   ; -   ; -   ; 24.597.043,05 ;;;;
RS;4312674;NICOLAU VERGUEIRO; 2.492.719,93 ; -   ; -   ; 73.017,10 ; 73.017,10 ; 2.565.737,03 ;;;;
RS;4312708;NONOAI; 14.676.785,48 ; -   ; -   ; -   ; -   ; 14.676.785,48 ;;;;
RS;4312757;NOVA ALVORADA; 3.556.591,49 ; -   ; -   ; 121.867,89 ; 121.867,89 ; 3.678.459,38 ;;;;
RS;4312807;NOVA ARACA; 8.283.106,27 ; -   ; -   ; -   ; -   ; 8.283.106,27 ;;;;
RS;4312906;NOVA BASSANO; 10.182.164,66 ; -   ; -   ; 370.555,15 ; 370.555,15 ; 10.552.719,81 ;;;;
RS;4312955;NOVA BOA VISTA; 3.379.464,69 ; -   ; -   ; 260.049,39 ; 260.049,39 ; 3.639.514,08 ;;;;
RS;4313003;NOVA BRESCIA; 3.492.040,37 ; -   ; -   ; 109.063,78 ; 109.063,78 ; 3.601.104,15 ;;;;
RS;4313011;NOVA CANDELARIA; 4.773.675,18 ; -   ; -   ; 356.291,76 ; 356.291,76 ; 5.129.966,94 ;;;;
RS;4313037;NOVA ESPERANCA DO SUL; 6.205.976,54 ; -   ; -   ; -   ; -   ; 6.205.976,54 ;;;;
RS;4313060;NOVA HARTZ; 29.766.838,47 ; -   ; -   ; -   ; -   ; 29.766.838,47 ;;;;
RS;4313086;NOVA PADUA; 2.595.453,23 ; -   ; -   ; 86.504,29 ; 86.504,29 ; 2.681.957,52 ;;;;
RS;4313102;NOVA PALMA; 3.288.076,31 ; -   ; -   ; 109.548,62 ; 109.548,62 ; 3.397.624,93 ;;;;
RS;4313201;NOVA PETROPOLIS; 26.735.130,31 ; -   ; -   ; -   ; -   ; 26.735.130,31 ;;;;
RS;4313300;NOVA PRATA; 27.157.565,04 ; -   ; -   ; 964.187,78 ; 964.187,78 ; 28.121.752,82 ;;;;
RS;4313334;NOVA RAMADA; 3.398.314,18 ; -   ; -   ; -   ; -   ; 3.398.314,18 ;;;;
RS;4313359;NOVA ROMA DO SUL; 3.456.683,10 ; -   ; -   ; 268.462,98 ; 268.462,98 ; 3.725.146,08 ;;;;
RS;4313375;NOVA SANTA RITA; 49.476.562,29 ; -   ; -   ; 3.362.935,54 ; 3.362.935,54 ; 52.839.497,83 ;;;;
RS;4313490;NOVO BARREIRO; 5.144.045,43 ; -   ; -   ; 325.736,03 ; 325.736,03 ; 5.469.781,46 ;;;;
RS;4313391;NOVO CABRAIS; 6.099.575,25 ; -   ; -   ; -   ; -   ; 6.099.575,25 ;;;;
RS;4313409;NOVO HAMBURGO; 230.649.322,09 ; -   ; -   ; -   ; -   ; 230.649.322,09 ;;;;
RS;4313425;NOVO MACHADO; 1.752.637,16 ; -   ; -   ; -   ; -   ; 1.752.637,16 ;;;;
RS;4313441;NOVO TIRADENTES; 3.602.416,07 ; -   ; -   ; 233.880,47 ; 233.880,47 ; 3.836.296,54 ;;;;
RS;4313466;NOVO XINGU; 1.979.186,41 ; -   ; -   ; -   ; -   ; 1.979.186,41 ;;;;
RS;4313508;OSORIO; 44.798.232,83 ; -   ; -   ; -   ; -   ; 44.798.232,83 ;;;;
RS;4313607;PAIM FILHO; 4.138.346,02 ; -   ; -   ; 150.485,54 ; 150.485,54 ; 4.288.831,56 ;;;;
RS;4313656;PALMARES DO SUL; 18.408.652,85 ; -   ; -   ; -   ; -   ; 18.408.652,85 ;;;;
RS;4313706;PALMEIRA DAS MISSOES; 25.687.403,73 ; -   ; -   ; -   ; -   ; 25.687.403,73 ;;;;
RS;4313805;PALMITINHO; 8.449.981,20 ; -   ; -   ; 265.581,87 ; 265.581,87 ; 8.715.563,07 ;;;;
RS;4313904;PANAMBI; 48.937.382,59 ; -   ; -   ; -   ; -   ; 48.937.382,59 ;;;;
RS;4313953;PANTANO GRANDE; 15.562.538,96 ; -   ; -   ; 1.035.423,24 ; 1.035.423,24 ; 16.597.962,20 ;;;;
RS;4314001;PARAI; 7.906.335,82 ; -   ; -   ; -   ; -   ; 7.906.335,82 ;;;;
RS;4314027;PARAISO DO SUL; 6.472.041,53 ; -   ; -   ; 216.759,73 ; 216.759,73 ; 6.688.801,26 ;;;;
RS;4314035;PARECI NOVO; 8.328.784,44 ; -   ; 78.857,40 ; -   ; 78.857,40 ; 8.407.641,84 ;;;;
RS;4314050;PAROBE; 86.482.804,10 ; -   ; -   ; -   ; -   ; 86.482.804,10 ;;;;
RS;4314068;PASSA SETE; 5.911.686,66 ; -   ; -   ; 341.059,03 ; 341.059,03 ; 6.252.745,69 ;;;;
RS;4314076;PASSO DO SOBRADO; 6.792.657,58 ; -   ; -   ; 429.486,14 ; 429.486,14 ; 7.222.143,72 ;;;;
RS;4314100;PASSO FUNDO; 178.261.987,98 ; -   ; -   ; -   ; -   ; 178.261.987,98 ;;;;
RS;4314134;PAULO BENTO; 2.110.406,88 ; -   ; -   ; 160.820,78 ; 160.820,78 ; 2.271.227,66 ;;;;
RS;4314159;PAVERAMA; 10.189.668,55 ; -   ; -   ; -   ; -   ; 10.189.668,55 ;;;;
RS;4314175;PEDRAS ALTAS; 3.042.083,28 ; -   ; -   ; -   ; -   ; 3.042.083,28 ;;;;
RS;4314209;PEDRO OSORIO; 6.733.480,40 ; -   ; -   ; 431.803,11 ; 431.803,11 ; 7.165.283,51 ;;;;
RS;4314308;PEJUCARA; 4.488.330,10 ; -   ; -   ; -   ; -   ; 4.488.330,10 ;;;;
RS;4314407;PELOTAS; 274.812.001,23 ; -   ; -   ; -   ; -   ; 274.812.001,23 ;;;;
RS;4314423;PICADA CAFE; 8.889.536,24 ; -   ; -   ; 519.079,31 ; 519.079,31 ; 9.408.615,55 ;;;;
RS;4314456;PINHAL; 5.248.016,64 ; -   ; -   ; 336.093,23 ; 336.093,23 ; 5.584.109,87 ;;;;
RS;4314464;PINHAL DA SERRA; 3.427.241,21 ; -   ; -   ; 205.947,66 ; 205.947,66 ; 3.633.188,87 ;;;;
RS;4314472;PINHAL GRANDE; 3.343.194,72 ; -   ; -   ; -   ; -   ; 3.343.194,72 ;;;;
RS;4314498;PINHEIRINHO DO VALE; 7.388.732,32 ; -   ; 752.848,14 ; -   ; 752.848,14 ; 8.141.580,46 ;;;;
RS;4314506;PINHEIRO MACHADO; 12.714.537,94 ; -   ; -   ; 441.280,60 ; 441.280,60 ; 13.155.818,54 ;;;;
RS;4314548;PINTO BANDEIRA; 1.955.648,99 ; -   ; -   ; -   ; -   ; 1.955.648,99 ;;;;
RS;4314555;PIRAPO; 1.467.894,66 ; -   ; -   ; 43.318,17 ; 43.318,17 ; 1.511.212,83 ;;;;
RS;4314605;PIRATINI; 14.384.026,97 ; -   ; -   ; 429.030,20 ; 429.030,20 ; 14.813.057,17 ;;;;
RS;4314704;PLANALTO; 11.974.093,43 ; -   ; -   ; 430.329,72 ; 430.329,72 ; 12.404.423,15 ;;;;
RS;4314753;POCO DAS ANTAS; 2.597.167,81 ; -   ; -   ; 178.081,33 ; 178.081,33 ; 2.775.249,14 ;;;;
RS;4314779;PONTAO; 4.700.673,28 ; -   ; -   ; -   ; -   ; 4.700.673,28 ;;;;
RS;4314787;PONTE PRETA; 1.655.764,61 ; -   ; -   ; 54.046,97 ; 54.046,97 ; 1.709.811,58 ;;;;
RS;4314803;PORTAO; 50.710.114,50 ; -   ; -   ; -   ; -   ; 50.710.114,50 ;;;;
RS;4314902;PORTO ALEGRE; 710.037.413,47 ; -   ; -   ; -   ; -   ; 710.037.413,47 ;;;;
RS;4315008;PORTO LUCENA; 2.949.218,63 ; -   ; -   ; 94.842,51 ; 94.842,51 ; 3.044.061,14 ;;;;
RS;4315057;PORTO MAUA; 2.553.129,06 ; -   ; -   ; 166.833,59 ; 166.833,59 ; 2.719.962,65 ;;;;
RS;4315073;PORTO VERA CRUZ; 1.521.774,77 ; -   ; -   ; 52.257,34 ; 52.257,34 ; 1.574.032,11 ;;;;
RS;4315107;PORTO XAVIER; 13.079.890,68 ; -   ; 1.328.407,49 ; -   ; 1.328.407,49 ; 14.408.298,17 ;;;;
RS;4315131;POUSO NOVO; 2.541.130,49 ; -   ; -   ; 71.943,33 ; 71.943,33 ; 2.613.073,82 ;;;;
RS;4315149;PRESIDENTE LUCENA; 5.352.414,46 ; -   ; -   ; 311.677,93 ; 311.677,93 ; 5.664.092,39 ;;;;
RS;4315156;PROGRESSO; 4.995.764,80 ; -   ; -   ; 353.436,99 ; 353.436,99 ; 5.349.201,79 ;;;;
RS;4315172;PROTASIO ALVES; 2.230.960,76 ; -   ; -   ; 162.977,17 ; 162.977,17 ; 2.393.937,93 ;;;;
RS;4315206;PUTINGA; 2.966.924,50 ; -   ; -   ; 219.993,36 ; 219.993,36 ; 3.186.917,86 ;;;;
RS;4315305;QUARAI; 22.228.366,65 ; -   ; -   ; 1.444.146,57 ; 1.444.146,57 ; 23.672.513,22 ;;;;
RS;4315313;QUATRO IRMAOS; 2.263.083,70 ; -   ; -   ; -   ; -   ; 2.263.083,70 ;;;;
RS;4315321;QUEVEDOS; 1.718.041,78 ; -   ; -   ; -   ; -   ; 1.718.041,78 ;;;;
RS;4315354;QUINZE DE NOVEMBRO; 5.816.868,88 ; -   ; -   ; 429.448,54 ; 429.448,54 ; 6.246.317,42 ;;;;
RS;4315404;REDENTORA; 7.664.806,01 ; -   ; -   ; 476.944,97 ; 476.944,97 ; 8.141.750,98 ;;;;
RS;4315453;RELVADO; 1.683.655,85 ; -   ; -   ; 58.700,03 ; 58.700,03 ; 1.742.355,88 ;;;;
RS;4315503;RESTINGA SECA; 14.908.564,38 ; -   ; -   ; -   ; -   ; 14.908.564,38 ;;;;
RS;4315552;RIO DOS INDIOS; 3.552.811,63 ; -   ; -   ; 197.130,59 ; 197.130,59 ; 3.749.942,22 ;;;;
RS;4315602;RIO GRANDE; 232.053.021,89 ; -   ; -   ; -   ; -   ; 232.053.021,89 ;;;;
RS;4315701;RIO PARDO; 25.296.732,85 ; -   ; -   ; -   ; -   ; 25.296.732,85 ;;;;
RS;4315750;RIOZINHO; 6.015.971,06 ; -   ; -   ; 346.677,18 ; 346.677,18 ; 6.362.648,24 ;;;;
RS;4315800;ROCA SALES; 11.448.797,05 ; -   ; -   ; 735.909,60 ; 735.909,60 ; 12.184.706,65 ;;;;
RS;4315909;RODEIO BONITO; 8.211.925,56 ; -   ; -   ; 572.309,19 ; 572.309,19 ; 8.784.234,75 ;;;;
RS;4315958;ROLADOR; 2.265.945,33 ; -   ; -   ; -   ; -   ; 2.265.945,33 ;;;;
RS;4316006;ROLANTE; 33.610.509,91 ; -   ; -   ; 2.115.938,30 ; 2.115.938,30 ; 35.726.448,21 ;;;;
RS;4316105;RONDA ALTA; 6.863.391,06 ; -   ; -   ; -   ; -   ; 6.863.391,06 ;;;;
RS;4316204;RONDINHA; 4.997.959,24 ; -   ; -   ; -   ; -   ; 4.997.959,24 ;;;;
RS;4316303;ROQUE GONZALES; 6.861.435,23 ; -   ; -   ; 421.469,37 ; 421.469,37 ; 7.282.904,60 ;;;;
RS;4316402;ROSARIO DO SUL; 22.145.261,27 ; -   ; -   ; -   ; -   ; 22.145.261,27 ;;;;
RS;4316428;SAGRADA FAMILIA; 3.454.627,78 ; -   ; -   ; 103.635,83 ; 103.635,83 ; 3.558.263,61 ;;;;
RS;4316436;SALDANHA MARINHO; 3.014.561,90 ; -   ; -   ; 215.034,29 ; 215.034,29 ; 3.229.596,19 ;;;;
RS;4316451;SALTO DO JACUI; 11.025.552,33 ; -   ; -   ; 682.539,70 ; 682.539,70 ; 11.708.092,03 ;;;;
RS;4316477;SALVADOR DAS MISSOES; 3.491.334,64 ; -   ; -   ; 107.751,28 ; 107.751,28 ; 3.599.085,92 ;;;;
RS;4316501;SALVADOR DO SUL; 9.311.191,16 ; -   ; -   ; -   ; -   ; 9.311.191,16 ;;;;
RS;4316600;SANANDUVA; 15.367.117,39 ; -   ; -   ; 1.066.373,25 ; 1.066.373,25 ; 16.433.490,64 ;;;;
RS;4316709;SANTA BARBARA DO SUL; 9.050.507,41 ; -   ; -   ; 634.945,21 ; 634.945,21 ; 9.685.452,62 ;;;;
RS;4316733;SANTA CECILIA DO SUL; 2.697.025,23 ; -   ; -   ; 207.095,95 ; 207.095,95 ; 2.904.121,18 ;;;;
RS;4316758;SANTA CLARA DO SUL; 8.993.028,17 ; -   ; -   ; 545.137,52 ; 545.137,52 ; 9.538.165,69 ;;;;
RS;4316808;SANTA CRUZ DO SUL; 120.478.949,45 ; -   ; -   ; 8.046.712,52 ; 8.046.712,52 ; 128.525.661,97 ;;;;
RS;4316972;SANTA MARGARIDA DO SUL; 3.927.115,21 ; -   ; -   ; -   ; -   ; 3.927.115,21 ;;;;
RS;4316907;SANTA MARIA; 200.523.869,57 ; -   ; -   ; -   ; -   ; 200.523.869,57 ;;;;
RS;4316956;SANTA MARIA DO HERVAL; 7.611.521,78 ; -   ; -   ; -   ; -   ; 7.611.521,78 ;;;;
RS;4317202;SANTA ROSA; 78.451.225,21 ; -   ; -   ; -   ; -   ; 78.451.225,21 ;;;;
RS;4317251;SANTA TEREZA; 1.009.214,48 ; -   ; -   ; -   ; -   ; 1.009.214,48 ;;;;
RS;4317301;SANTA VITORIA DO PALMAR; 38.388.202,92 ; -   ; -   ; -   ; -   ; 38.388.202,92 ;;;;
RS;4317004;SANTANA DA BOA VISTA; 5.711.223,24 ; -   ; -   ; 387.367,50 ; 387.367,50 ; 6.098.590,74 ;;;;
RS;4317103;SANTANA DO LIVRAMENTO; 58.650.385,68 ; -   ; -   ; 3.578.655,63 ; 3.578.655,63 ; 62.229.041,31 ;;;;
RS;4317400;SANTIAGO; 44.700.513,27 ; -   ; -   ; -   ; -   ; 44.700.513,27 ;;;;
RS;4317509;SANTO ANGELO; 53.144.889,84 ; -   ; -   ; 3.684.845,34 ; 3.684.845,34 ; 56.829.735,18 ;;;;
RS;4317608;SANTO ANTONIO DA PATRULHA; 39.875.697,81 ; -   ; -   ; 2.636.367,48 ; 2.636.367,48 ; 42.512.065,29 ;;;;
RS;4317707;SANTO ANTONIO DAS MISSOES; 10.974.769,74 ; -   ; -   ; 767.039,01 ; 767.039,01 ; 11.741.808,75 ;;;;
RS;4317558;SANTO ANTONIO DO PALMA; 2.959.365,16 ; -   ; -   ; 151.576,92 ; 151.576,92 ; 3.110.942,08 ;;;;
RS;4317756;SANTO ANTONIO DO PLANALTO; 2.099.241,89 ; -   ; -   ; -   ; -   ; 2.099.241,89 ;;;;
RS;4317806;SANTO AUGUSTO; 15.582.038,02 ; -   ; -   ; -   ; -   ; 15.582.038,02 ;;;;
RS;4317905;SANTO CRISTO; 17.524.205,45 ; -   ; -   ; -   ; -   ; 17.524.205,45 ;;;;
RS;4317954;SANTO EXPEDITO DO SUL; 2.411.715,20 ; -   ; -   ; 82.323,21 ; 82.323,21 ; 2.494.038,41 ;;;;
RS;4318002;SAO BORJA; 54.071.375,20 ; -   ; -   ; -   ; -   ; 54.071.375,20 ;;;;
RS;4318051;SAO DOMINGOS DO SUL; 2.214.121,97 ; -   ; -   ; 69.079,91 ; 69.079,91 ; 2.283.201,88 ;;;;
RS;4318101;SAO FRANCISCO DE ASSIS; 15.655.063,77 ; -   ; -   ; 1.065.427,54 ; 1.065.427,54 ; 16.720.491,31 ;;;;
RS;4318200;SAO FRANCISCO DE PAULA; 17.822.221,59 ; -   ; -   ; -   ; -   ; 17.822.221,59 ;;;;
RS;4318309;SAO GABRIEL; 60.996.267,72 ; -   ; -   ; -   ; -   ; 60.996.267,72 ;;;;
RS;4318408;SAO JERONIMO; 14.987.673,52 ; -   ; -   ; -   ; -   ; 14.987.673,52 ;;;;
RS;4318424;SAO JOAO DA URTIGA; 4.501.583,83 ; -   ; -   ; 302.138,13 ; 302.138,13 ; 4.803.721,96 ;;;;
RS;4318432;SAO JOAO DO POLESINE; 2.162.590,92 ; -   ; -   ; -   ; -   ; 2.162.590,92 ;;;;
RS;4318440;SAO JORGE; 2.474.626,02 ; -   ; -   ; 217.470,81 ; 217.470,81 ; 2.692.096,83 ;;;;
RS;4318457;SAO JOSE DAS MISSOES; 4.095.266,25 ; -   ; -   ; -   ; -   ; 4.095.266,25 ;;;;
RS;4318465;SAO JOSE DO HERVAL; 2.551.069,49 ; -   ; -   ; -   ; -   ; 2.551.069,49 ;;;;
RS;4318481;SAO JOSE DO HORTENCIO; 6.265.741,03 ; -   ; -   ; -   ; -   ; 6.265.741,03 ;;;;
RS;4318499;SAO JOSE DO INHACORA; 3.516.126,10 ; -   ; -   ; -   ; -   ; 3.516.126,10 ;;;;
RS;4318507;SAO JOSE DO NORTE; 28.396.641,78 ; -   ; -   ; 1.915.099,66 ; 1.915.099,66 ; 30.311.741,44 ;;;;
RS;4318606;SAO JOSE DO OURO; 6.318.984,05 ; -   ; -   ; 442.845,46 ; 442.845,46 ; 6.761.829,51 ;;;;
RS;4318614;SAO JOSE DO SUL; 3.793.327,61 ; -   ; -   ; 120.400,02 ; 120.400,02 ; 3.913.727,63 ;;;;
RS;4318622;SAO JOSE DOS AUSENTES; 8.097.427,64 ; -   ; -   ; -   ; -   ; 8.097.427,64 ;;;;
RS;4318705;SAO LEOPOLDO; 241.013.808,47 ; -   ; -   ; -   ; -   ; 241.013.808,47 ;;;;
RS;4318804;SAO LOURENCO DO SUL; 44.458.993,98 ; -   ; -   ; 1.487.382,38 ; 1.487.382,38 ; 45.946.376,36 ;;;;
RS;4318903;SAO LUIZ GONZAGA; 29.394.311,05 ; -   ; -   ; 1.898.884,67 ; 1.898.884,67 ; 31.293.195,72 ;;;;
RS;4319000;SAO MARCOS; 17.874.891,40 ; -   ; -   ; -   ; -   ; 17.874.891,40 ;;;;
RS;4319109;SAO MARTINHO; 8.094.630,53 ; -   ; -   ; 601.356,98 ; 601.356,98 ; 8.695.987,51 ;;;;
RS;4319125;SAO MARTINHO DA SERRA; 2.465.234,02 ; -   ; -   ; 85.902,48 ; 85.902,48 ; 2.551.136,50 ;;;;
