ANEXO IV;;;;;;
Portaria Interministerial MEC/MF nº 14, de 29 de dezembro de 2025;;;;;;
Demonstrativo da Distribuição da Complementação da União-VAAT ao Fundeb no Ano de 2026 (art. 16, incisos V a VII da Lei nº 14.113/2020);;;;;;
UF;Ente Federado;Código IBGE; VAAT anterior à Complementação-VAAT (art. 16, IV) (R$) ;" VAAT com a Complementação da União-VAAT
(art. 16, V) (R$) ";" Complementação da União-VAAT
(art. 16, VI) (R$) ";Indicador de Educação Infantil (IEI) - Percentual da Complementação da União-VAAT vinculado à Educação Infantil (art. 16, VII) (%)
SE;PEDRA MOLE;2805000; 8.989,03 ; 10.194,38 ; 1.252.034,29 ;44%
SE;PEDRINHAS;2805109; 10.035,58 ; 10.194,38 ; 371.876,25 ;41%
SE;PINHAO;2805208; 10.990,07 ; 10.990,07 ; -   ;0%
SE;PIRAMBU;2805307; 10.192,19 ; 10.194,38 ; 5.065,36 ;46%
SE;POCO REDONDO;2805406; 9.130,06 ; 10.194,38 ; 7.852.398,29 ;59%
SE;POCO VERDE;2805505; 9.193,06 ; 10.194,38 ; 3.566.878,35 ;54%
SE;PORTO DA FOLHA;2805604; 7.465,58 ; 10.194,38 ; 18.098.218,44 ;60%
SE;PROPRIA;2805703; 9.465,44 ; 10.194,38 ; 2.174.438,52 ;55%
SE;RIACHAO DO DANTAS;2805802; 8.903,77 ; 10.194,38 ; 6.428.485,45 ;54%
SE;RIACHUELO;2805901; 8.823,90 ; 10.194,38 ; 3.710.360,45 ;45%
SE;RIBEIROPOLIS;2806008; 10.359,66 ; 10.359,66 ; -   ;0%
SE;ROSARIO DO CATETE;2806107; 13.599,72 ; 13.599,72 ; -   ;0%
SE;SALGADO;2806206; 9.199,24 ; 10.194,38 ; 3.487.205,79 ;57%
SE;SANTA LUZIA DO ITANHY;2806305; 8.616,64 ; 10.194,38 ; 8.787.064,46 ;42%
SE;SANTA ROSA DE LIMA;2806503; 10.322,97 ; 10.322,97 ; -   ;0%
SE;SANTANA DO SAO FRANCISCO;2806404; 8.194,23 ; 10.194,38 ; 4.776.341,38 ;48%
SE;SANTO AMARO DAS BROTAS;2806602; 12.303,43 ; 12.303,43 ; -   ;0%
SE;SAO CRISTOVAO;2806701; 9.495,62 ; 10.194,38 ; 8.326.311,36 ;58%
SE;SAO DOMINGOS;2806800; 9.134,96 ; 10.194,38 ; 2.500.635,03 ;48%
SE;SAO FRANCISCO;2806909; 11.054,32 ; 11.054,32 ; -   ;0%
SE;SAO MIGUEL DO ALEIXO;2807006; 11.646,10 ; 11.646,10 ; -   ;0%
SE;Sergipe;28; 14.870,94 ; 14.870,94 ; -   ;0%
SE;SIMAO DIAS;2807105; 9.276,93 ; 10.194,38 ; 6.185.660,15 ;51%
SE;SIRIRI;2807204; 9.945,18 ; 10.194,38 ; 482.083,61 ;49%
SE;TELHA;2807303; 9.838,91 ; 10.194,38 ; 317.139,02 ;46%
SE;TOBIAS BARRETO;2807402; 8.113,13 ; 10.194,38 ; 21.970.960,87 ;53%
SE;TOMAR DO GERU;2807501; 8.419,67 ; 10.194,38 ; 5.829.700,92 ;53%
SE;UMBAUBA;2807600; 8.399,58 ; 10.194,38 ; 11.062.057,98 ;52%
SP;ADAMANTINA;3500105; 11.739,58 ; 11.739,58 ; -   ;0%
SP;ADOLFO;3500204; 10.818,68 ; 10.818,68 ; -   ;0%
SP;AGUAI;3500303; 10.600,49 ; 10.600,49 ; -   ;0%
SP;AGUAS DA PRATA;3500402; 18.599,55 ; 18.599,55 ; -   ;0%
SP;AGUAS DE LINDOIA;3500501; 13.303,58 ; 13.303,58 ; -   ;0%
SP;AGUAS DE SANTA BARBARA;3500550; 16.108,43 ; 16.108,43 ; -   ;0%
SP;AGUAS DE SAO PEDRO;3500600; 12.952,82 ; 12.952,82 ; -   ;0%
SP;AGUDOS;3500709; 11.066,06 ; 11.066,06 ; -   ;0%
SP;ALAMBARI;3500758; 11.665,90 ; 11.665,90 ; -   ;0%
SP;ALFREDO MARCONDES;3500808; 17.627,77 ; 17.627,77 ; -   ;0%
SP;ALTAIR;3500907; 14.304,33 ; 14.304,33 ; -   ;0%
SP;ALTINOPOLIS;3501004; 11.015,03 ; 11.015,03 ; -   ;0%
SP;ALTO ALEGRE;3501103; 15.827,24 ; 15.827,24 ; -   ;0%
SP;ALUMINIO;3501152; 12.120,19 ; 12.120,19 ; -   ;0%
SP;ALVARES FLORENCE;3501202; 12.014,62 ; 12.014,62 ; -   ;0%
SP;ALVARES MACHADO;3501301; 9.797,41 ; 10.194,38 ; 1.822.834,55 ;48%
SP;ALVARO DE CARVALHO;3501400; 11.638,31 ; 11.638,31 ; -   ;0%
SP;ALVINLANDIA;3501509; 11.772,32 ; 11.772,32 ; -   ;0%
SP;AMERICANA;3501608; 15.434,59 ; 15.434,59 ; -   ;0%
SP;AMERICO BRASILIENSE;3501707; 10.393,07 ; 10.393,07 ; -   ;0%
SP;AMERICO DE CAMPOS;3501806; 10.860,04 ; 10.860,04 ; -   ;0%
SP;AMPARO;3501905; 13.266,68 ; 13.266,68 ; -   ;0%
SP;ANALANDIA;3502002; 11.742,64 ; 11.742,64 ; -   ;0%
SP;ANDRADINA;3502101; 12.184,41 ; 12.184,41 ; -   ;0%
SP;ANGATUBA;3502200; 9.924,49 ; 10.194,38 ; 1.369.693,37 ;46%
SP;ANHEMBI;3502309; 11.488,10 ; 11.488,10 ; -   ;0%
SP;ANHUMAS;3502408; 12.761,04 ; 12.761,04 ; -   ;0%
SP;APARECIDA;3502507; 11.152,28 ; 11.152,28 ; -   ;0%
SP;APARECIDA DOESTE;3502606; 12.965,03 ; 12.965,03 ; -   ;0%
SP;APIAI;3502705; 9.806,69 ; 10.194,38 ; 1.319.472,92 ;47%
SP;ARACARIGUAMA;3502754; 11.834,73 ; 11.834,73 ; -   ;0%
SP;ARACATUBA;3502804; 11.958,42 ; 11.958,42 ; -   ;0%
SP;ARACOIABA DA SERRA;3502903; 11.573,70 ; 11.573,70 ; -   ;0%
SP;ARAMINA;3503000; 12.753,01 ; 12.753,01 ; -   ;0%
SP;ARANDU;3503109; 13.952,78 ; 13.952,78 ; -   ;0%
SP;ARAPEI;3503158; 18.199,07 ; 18.199,07 ; -   ;0%
SP;ARARAQUARA;3503208; 13.254,25 ; 13.254,25 ; -   ;0%
SP;ARARAS;3503307; 11.693,76 ; 11.693,76 ; -   ;0%
SP;ARCO-IRIS;3503356; 15.864,15 ; 15.864,15 ; -   ;0%
SP;AREALVA;3503406; 10.235,02 ; 10.235,02 ; -   ;0%
SP;AREIAS;3503505; 14.788,63 ; 14.788,63 ; -   ;0%
SP;AREIOPOLIS;3503604; 9.506,21 ; 10.194,38 ; 1.539.183,83 ;45%
SP;ARIRANHA;3503703; 12.899,19 ; 12.899,19 ; -   ;0%
SP;ARTUR NOGUEIRA;3503802; 11.069,47 ; 11.069,47 ; -   ;0%
SP;ARUJA;3503901; 12.394,80 ; 12.394,80 ; -   ;0%
SP;ASPASIA;3503950; 18.023,89 ; 18.023,89 ; -   ;0%
SP;ASSIS;3504008; 11.757,19 ; 11.757,19 ; -   ;0%
SP;ATIBAIA;3504107; 13.355,42 ; 13.355,42 ; -   ;0%
SP;AURIFLAMA;3504206; 11.169,48 ; 11.169,48 ; -   ;0%
SP;AVAI;3504305; 14.630,75 ; 14.630,75 ; -   ;0%
SP;AVANHANDAVA;3504404; 11.493,84 ; 11.493,84 ; -   ;0%
SP;AVARE;3504503; 12.069,95 ; 12.069,95 ; -   ;0%
SP;BADY BASSITT;3504602; 9.638,99 ; 10.194,38 ; 2.927.063,45 ;48%
SP;BALBINOS;3504701; 17.751,81 ; 17.751,81 ; -   ;0%
SP;BALSAMO;3504800; 11.823,35 ; 11.823,35 ; -   ;0%
SP;BANANAL;3504909; 11.055,27 ; 11.055,27 ; -   ;0%
SP;BARAO DE ANTONINA;3505005; 14.100,42 ; 14.100,42 ; -   ;0%
SP;BARBOSA;3505104; 10.154,96 ; 10.194,38 ; 48.876,77 ;46%
SP;BARIRI;3505203; 10.937,07 ; 10.937,07 ; -   ;0%
SP;BARRA BONITA;3505302; 13.417,83 ; 13.417,83 ; -   ;0%
SP;BARRA DO CHAPEU;3505351; 8.816,69 ; 10.194,38 ; 1.641.795,96 ;48%
SP;BARRA DO TURVO;3505401; 12.208,31 ; 12.208,31 ; -   ;0%
SP;BARRETOS;3505500; 11.924,73 ; 11.924,73 ; -   ;0%
SP;BARRINHA;3505609; 10.082,57 ; 10.194,38 ; 765.143,65 ;50%
SP;BARUERI;3505708; 20.438,31 ; 20.438,31 ; -   ;0%
SP;BASTOS;3505807; 10.540,20 ; 10.540,20 ; -   ;0%
SP;BATATAIS;3505906; 11.196,94 ; 11.196,94 ; -   ;0%
SP;BAURU;3506003; 13.565,87 ; 13.565,87 ; -   ;0%
SP;BEBEDOURO;3506102; 12.242,47 ; 12.242,47 ; -   ;0%
SP;BENTO DE ABREU;3506201; 15.489,71 ; 15.489,71 ; -   ;0%
SP;BERNARDINO DE CAMPOS;3506300; 11.422,40 ; 11.422,40 ; -   ;0%
SP;BERTIOGA;3506359; 18.711,89 ; 18.711,89 ; -   ;0%
SP;BILAC;3506409; 12.510,15 ; 12.510,15 ; -   ;0%
SP;BIRIGUI;3506508; 11.824,55 ; 11.824,55 ; -   ;0%
SP;BIRITIBA MIRIM;3506607; 10.465,84 ; 10.465,84 ; -   ;0%
SP;BOA ESPERANCA DO SUL;3506706; 10.484,84 ; 10.484,84 ; -   ;0%
SP;BOCAINA;3506805; 13.537,88 ; 13.537,88 ; -   ;0%
SP;BOFETE;3506904; 12.159,04 ; 12.159,04 ; -   ;0%
SP;BOITUVA;3507001; 11.166,32 ; 11.166,32 ; -   ;0%
SP;BOM JESUS DOS PERDOES;3507100; 11.622,79 ; 11.622,79 ; -   ;0%
SP;BOM SUCESSO DE ITARARE;3507159; 11.502,46 ; 11.502,46 ; -   ;0%
SP;BORA;3507209; 26.557,04 ; 26.557,04 ; -   ;0%
SP;BORACEIA;3507308; 12.232,35 ; 12.232,35 ; -   ;0%
SP;BORBOREMA;3507407; 12.378,49 ; 12.378,49 ; -   ;0%
SP;BOREBI;3507456; 10.404,45 ; 10.404,45 ; -   ;0%
SP;BOTUCATU;3507506; 10.503,10 ; 10.503,10 ; -   ;0%
SP;BRAGANCA PAULISTA;3507605; 13.182,45 ; 13.182,45 ; -   ;0%
SP;BRAUNA;3507704; 11.268,27 ; 11.268,27 ; -   ;0%
SP;BREJO ALEGRE;3507753; 12.888,09 ; 12.888,09 ; -   ;0%
SP;BRODOWSKY;3507803; 10.509,49 ; 10.509,49 ; -   ;0%
SP;BROTAS;3507902; 12.865,10 ; 12.865,10 ; -   ;0%
SP;BURI;3508009; 9.604,54 ; 10.194,38 ; 3.201.131,67 ;51%
SP;BURITAMA;3508108; 12.602,39 ; 12.602,39 ; -   ;0%
SP;BURITIZAL;3508207; 13.630,87 ; 13.630,87 ; -   ;0%
SP;CABRALIA PAULISTA;3508306; 13.656,56 ; 13.656,56 ; -   ;0%
SP;CABREUVA;3508405; 11.986,89 ; 11.986,89 ; -   ;0%
SP;CACAPAVA;3508504; 11.968,85 ; 11.968,85 ; -   ;0%
SP;CACHOEIRA PAULISTA;3508603; 12.497,67 ; 12.497,67 ; -   ;0%
SP;CACONDE;3508702; 11.062,23 ; 11.062,23 ; -   ;0%
SP;CAFELANDIA;3508801; 11.755,02 ; 11.755,02 ; -   ;0%
SP;CAIABU;3508900; 13.361,75 ; 13.361,75 ; -   ;0%
SP;CAIEIRAS;3509007; 12.838,02 ; 12.838,02 ; -   ;0%
SP;CAIUA;3509106; 16.477,64 ; 16.477,64 ; -   ;0%
SP;CAJAMAR;3509205; 12.853,53 ; 12.853,53 ; -   ;0%
SP;CAJATI;3509254; 11.809,96 ; 11.809,96 ; -   ;0%
SP;CAJOBI;3509304; 9.958,40 ; 10.194,38 ; 417.299,63 ;39%
SP;CAJURU;3509403; 10.730,36 ; 10.730,36 ; -   ;0%
SP;CAMPINA DO MONTE ALEGRE;3509452; 10.267,46 ; 10.267,46 ; -   ;0%
SP;CAMPINAS;3509502; 22.259,89 ; 22.259,89 ; -   ;0%
SP;CAMPO LIMPO PAULISTA;3509601; 10.989,51 ; 10.989,51 ; -   ;0%
SP;CAMPOS DO JORDAO;3509700; 12.669,33 ; 12.669,33 ; -   ;0%
SP;CAMPOS NOVOS PAULISTA;3509809; 11.969,25 ; 11.969,25 ; -   ;0%
SP;CANANEIA;3509908; 12.063,45 ; 12.063,45 ; -   ;0%
SP;CANAS;3509957; 10.337,85 ; 10.337,85 ; -   ;0%
SP;CANDIDO MOTA;3510005; 11.482,60 ; 11.482,60 ; -   ;0%
SP;CANDIDO RODRIGUES;3510104; 10.806,99 ; 10.806,99 ; -   ;0%
SP;CANITAR;3510153; 9.839,42 ; 10.194,38 ; 505.688,07 ;46%
SP;CAPAO BONITO;3510203; 9.980,13 ; 10.194,38 ; 1.981.986,40 ;48%
SP;CAPELA DO ALTO;3510302; 9.456,12 ; 10.194,38 ; 3.661.765,10 ;47%
SP;CAPIVARI;3510401; 11.321,80 ; 11.321,80 ; -   ;0%
SP;CARAGUATATUBA;3510500; 13.323,22 ; 13.323,22 ; -   ;0%
SP;CARAPICUIBA;3510609; 10.473,26 ; 10.473,26 ; -   ;0%
SP;CARDOSO;3510708; 11.985,86 ; 11.985,86 ; -   ;0%
SP;CASA BRANCA;3510807; 12.641,00 ; 12.641,00 ; -   ;0%
SP;CASSIA DOS COQUEIROS;3510906; 12.834,75 ; 12.834,75 ; -   ;0%
SP;CASTILHO;3511003; 12.076,32 ; 12.076,32 ; -   ;0%
SP;CATANDUVA;3511102; 12.221,61 ; 12.221,61 ; -   ;0%
SP;CATIGUA;3511201; 13.822,20 ; 13.822,20 ; -   ;0%
SP;CEDRAL;3511300; 10.680,56 ; 10.680,56 ; -   ;0%
SP;CERQUEIRA CESAR;3511409; 11.365,54 ; 11.365,54 ; -   ;0%
SP;CERQUILHO;3511508; 10.894,90 ; 10.894,90 ; -   ;0%
SP;CESARIO LANGE;3511607; 10.092,43 ; 10.194,38 ; 453.299,31 ;45%
SP;CHARQUEADA;3511706; 9.753,01 ; 10.194,38 ; 1.419.110,87 ;46%
SP;CHAVANTES;3557204; 11.052,75 ; 11.052,75 ; -   ;0%
SP;CLEMENTINA;3511904; 10.480,18 ; 10.480,18 ; -   ;0%
SP;COLINA;3512001; 10.859,72 ; 10.859,72 ; -   ;0%
SP;COLOMBIA;3512100; 11.463,05 ; 11.463,05 ; -   ;0%
SP;CONCHAL;3512209; 10.544,22 ; 10.544,22 ; -   ;0%
SP;CONCHAS;3512308; 11.433,38 ; 11.433,38 ; -   ;0%
SP;CORDEIROPOLIS;3512407; 13.163,74 ; 13.163,74 ; -   ;0%
SP;COROADOS;3512506; 13.373,02 ; 13.373,02 ; -   ;0%
SP;CORONEL MACEDO;3512605; 11.406,87 ; 11.406,87 ; -   ;0%
SP;CORUMBATAI;3512704; 12.265,01 ; 12.265,01 ; -   ;0%
SP;COSMOPOLIS;3512803; 10.826,33 ; 10.826,33 ; -   ;0%
SP;COSMORAMA;3512902; 10.980,16 ; 10.980,16 ; -   ;0%
SP;COTIA;3513009; 13.073,68 ; 13.073,68 ; -   ;0%
SP;CRAVINHOS;3513108; 12.433,33 ; 12.433,33 ; -   ;0%
SP;CRUZALIA;3513306; 12.890,59 ; 12.890,59 ; -   ;0%
SP;CRUZEIRO;3513405; 11.199,18 ; 11.199,18 ; -   ;0%
SP;CUNHA;3513603; 10.248,61 ; 10.248,61 ; -   ;0%
SP;DESCALVADO;3513702; 11.030,38 ; 11.030,38 ; -   ;0%
SP;DIADEMA;3513801; 12.152,62 ; 12.152,62 ; -   ;0%
SP;DIRCE REIS;3513850; 18.532,94 ; 18.532,94 ; -   ;0%
SP;DIVINOLANDIA;3513900; 10.499,00 ; 10.499,00 ; -   ;0%
SP;DOBRADA;3514007; 10.220,29 ; 10.220,29 ; -   ;0%
SP;DOIS CORREGOS;3514106; 10.321,51 ; 10.321,51 ; -   ;0%
SP;DOLCINOPOLIS;3514205; 12.888,62 ; 12.888,62 ; -   ;0%
SP;DOURADO;3514304; 13.455,65 ; 13.455,65 ; -   ;0%
SP;DRACENA;3514403; 12.230,30 ; 12.230,30 ; -   ;0%
SP;DUARTINA;3514502; 10.517,76 ; 10.517,76 ; -   ;0%
SP;DUMONT;3514601; 10.610,74 ; 10.610,74 ; -   ;0%
SP;ECHAPORA;3514700; 11.810,34 ; 11.810,34 ; -   ;0%
SP;ELDORADO;3514809; 10.178,73 ; 10.194,38 ; 36.967,91 ;55%
SP;ELIAS FAUSTO;3514908; 11.159,26 ; 11.159,26 ; -   ;0%
SP;ELISIARIO;3514924; 13.161,48 ; 13.161,48 ; -   ;0%
SP;EMBAUBA;3514957; 14.410,88 ; 14.410,88 ; -   ;0%
SP;EMBU;3515004; 11.251,83 ; 11.251,83 ; -   ;0%
SP;EMBU-GUACU;3515103; 11.059,20 ; 11.059,20 ; -   ;0%
SP;EMILIANOPOLIS;3515129; 10.233,73 ; 10.233,73 ; -   ;0%
SP;ENGENHEIRO COELHO;3515152; 10.489,40 ; 10.489,40 ; -   ;0%
SP;ESPIRITO SANTO DO PINHAL;3515186; 13.168,65 ; 13.168,65 ; -   ;0%
SP;ESPIRITO SANTO DO TURVO;3515194; 10.851,76 ; 10.851,76 ; -   ;0%
SP;ESTIVA GERBI;3557303; 10.271,23 ; 10.271,23 ; -   ;0%
SP;ESTRELA DO NORTE;3515301; 14.357,96 ; 14.357,96 ; -   ;0%
SP;ESTRELA DOESTE;3515202; 12.283,55 ; 12.283,55 ; -   ;0%
SP;EUCLIDES DA CUNHA PAULISTA;3515350; 10.924,87 ; 10.924,87 ; -   ;0%
SP;FARTURA;3515400; 10.435,67 ; 10.435,67 ; -   ;0%
SP;FERNANDO PRESTES;3515608; 10.782,75 ; 10.782,75 ; -   ;0%
SP;FERNANDOPOLIS;3515509; 11.247,45 ; 11.247,45 ; -   ;0%
SP;FERNAO;3515657; 15.352,87 ; 15.352,87 ; -   ;0%
SP;FERRAZ DE VASCONCELOS;3515707; 9.641,08 ; 10.194,38 ; 14.068.380,53 ;50%
SP;FLORA RICA;3515806; 14.756,31 ; 14.756,31 ; -   ;0%
SP;FLOREAL;3515905; 15.345,21 ; 15.345,21 ; -   ;0%
SP;FLORIDA PAULISTA;3516002; 11.788,03 ; 11.788,03 ; -   ;0%
SP;FLORINIA;3516101; 21.666,34 ; 21.666,34 ; -   ;0%
SP;FRANCA;3516200; 11.146,85 ; 11.146,85 ; -   ;0%
SP;FRANCISCO MORATO;3516309; 9.347,59 ; 10.194,38 ; 24.816.375,94 ;50%
SP;FRANCO DA ROCHA;3516408; 10.237,44 ; 10.237,44 ; -   ;0%
SP;GABRIEL MONTEIRO;3516507; 12.047,65 ; 12.047,65 ; -   ;0%
SP;GALIA;3516606; 13.074,53 ; 13.074,53 ; -   ;0%
SP;GARCA;3516705; 11.160,77 ; 11.160,77 ; -   ;0%
SP;GASTAO VIDIGAL;3516804; 15.527,03 ; 15.527,03 ; -   ;0%
SP;GAVIAO PEIXOTO;3516853; 13.756,62 ; 13.756,62 ; -   ;0%
SP;GENERAL SALGADO;3516903; 11.135,48 ; 11.135,48 ; -   ;0%
SP;GETULINA;3517000; 13.409,02 ; 13.409,02 ; -   ;0%
SP;GLICERIO;3517109; 13.497,08 ; 13.497,08 ; -   ;0%
SP;GUAICARA;3517208; 9.697,30 ; 10.194,38 ; 892.243,88 ;48%
SP;GUAIMBE;3517307; 10.571,02 ; 10.571,02 ; -   ;0%
SP;GUAIRA;3517406; 13.549,26 ; 13.549,26 ; -   ;0%
SP;GUAPIACU;3517505; 10.435,21 ; 10.435,21 ; -   ;0%
SP;GUAPIARA;3517604; 9.747,62 ; 10.194,38 ; 1.303.486,21 ;59%
SP;GUARA;3517703; 10.626,89 ; 10.626,89 ; -   ;0%
SP;GUARACAI;3517802; 13.819,77 ; 13.819,77 ; -   ;0%
SP;GUARACI;3517901; 11.049,99 ; 11.049,99 ; -   ;0%
SP;GUARANI DOESTE;3518008; 13.984,99 ; 13.984,99 ; -   ;0%
SP;GUARANTA;3518107; 13.250,64 ; 13.250,64 ; -   ;0%
SP;GUARARAPES;3518206; 11.820,53 ; 11.820,53 ; -   ;0%
SP;GUARAREMA;3518305; 21.835,92 ; 21.835,92 ; -   ;0%
SP;GUARATINGUETA;3518404; 11.359,22 ; 11.359,22 ; -   ;0%
SP;GUAREI;3518503; 11.349,90 ; 11.349,90 ; -   ;0%
SP;GUARIBA;3518602; 10.528,36 ; 10.528,36 ; -   ;0%
SP;GUARUJA;3518701; 17.182,22 ; 17.182,22 ; -   ;0%
SP;GUARULHOS;3518800; 12.770,85 ; 12.770,85 ; -   ;0%
SP;GUATAPARA;3518859; 11.665,25 ; 11.665,25 ; -   ;0%
SP;GUZOLANDIA;3518909; 13.094,89 ; 13.094,89 ; -   ;0%
SP;HERCULANDIA;3519006; 11.048,40 ; 11.048,40 ; -   ;0%
SP;HOLAMBRA;3519055; 11.571,38 ; 11.571,38 ; -   ;0%
SP;HORTOLANDIA;3519071; 12.736,80 ; 12.736,80 ; -   ;0%
SP;IACANGA;3519105; 11.116,68 ; 11.116,68 ; -   ;0%
SP;IACRI;3519204; 13.571,92 ; 13.571,92 ; -   ;0%
SP;IARAS;3519253; 11.347,39 ; 11.347,39 ; -   ;0%
SP;IBATE;3519303; 10.280,93 ; 10.280,93 ; -   ;0%
SP;IBIRA;3519402; 10.610,68 ; 10.610,68 ; -   ;0%
SP;IBIRAREMA;3519501; 13.294,91 ; 13.294,91 ; -   ;0%
SP;IBITINGA;3519600; 9.806,92 ; 10.194,38 ; 3.021.344,29 ;46%
SP;IBIUNA;3519709; 10.688,82 ; 10.688,82 ; -   ;0%
SP;ICEM;3519808; 13.055,69 ; 13.055,69 ; -   ;0%
SP;IEPE;3519907; 12.857,65 ; 12.857,65 ; -   ;0%
SP;IGARACU DO TIETE;3520004; 10.751,90 ; 10.751,90 ; -   ;0%
SP;IGARAPAVA;3520103; 11.412,83 ; 11.412,83 ; -   ;0%
SP;IGARATA;3520202; 12.009,82 ; 12.009,82 ; -   ;0%
SP;IGUAPE;3520301; 11.566,44 ; 11.566,44 ; -   ;0%
SP;ILHA COMPRIDA;3520426; 11.210,65 ; 11.210,65 ; -   ;0%
SP;ILHA SOLTEIRA;3520442; 13.144,62 ; 13.144,62 ; -   ;0%
SP;ILHABELA;3520400; 16.886,25 ; 16.886,25 ; -   ;0%
SP;INDAIATUBA;3520509; 13.996,02 ; 13.996,02 ; -   ;0%
SP;INDIANA;3520608; 11.775,60 ; 11.775,60 ; -   ;0%
SP;INDIAPORA;3520707; 13.215,08 ; 13.215,08 ; -   ;0%
SP;INUBIA PAULISTA;3520806; 13.026,68 ; 13.026,68 ; -   ;0%
SP;IPAUSSU;3520905; 10.705,97 ; 10.705,97 ; -   ;0%
SP;IPERO;3521002; 9.660,92 ; 10.194,38 ; 4.209.272,92 ;48%
SP;IPEUNA;3521101; 12.943,76 ; 12.943,76 ; -   ;0%
SP;IPIGUA;3521150; 11.468,71 ; 11.468,71 ; -   ;0%
SP;IPORANGA;3521200; 13.982,63 ; 13.982,63 ; -   ;0%
SP;IPUA;3521309; 10.470,49 ; 10.470,49 ; -   ;0%
SP;IRACEMAPOLIS;3521408; 12.444,39 ; 12.444,39 ; -   ;0%
SP;IRAPUA;3521507; 10.433,55 ; 10.433,55 ; -   ;0%
SP;IRAPURU;3521606; 12.975,06 ; 12.975,06 ; -   ;0%
SP;ITABERA;3521705; 11.891,89 ; 11.891,89 ; -   ;0%
SP;ITAI;3521804; 12.336,41 ; 12.336,41 ; -   ;0%
SP;ITAJOBI;3521903; 10.673,60 ; 10.673,60 ; -   ;0%
SP;ITAJU;3522000; 11.459,58 ; 11.459,58 ; -   ;0%
SP;ITANHAEM;3522109; 11.497,25 ; 11.497,25 ; -   ;0%
SP;ITAOCA;3522158; 10.076,18 ; 10.194,38 ; 77.677,96 ;52%
SP;ITAPECERICA DA SERRA;3522208; 11.394,69 ; 11.394,69 ; -   ;0%
SP;ITAPETININGA;3522307; 10.825,36 ; 10.825,36 ; -   ;0%
SP;ITAPEVA;3522406; 10.319,98 ; 10.319,98 ; -   ;0%
SP;ITAPEVI;3522505; 10.042,81 ; 10.194,38 ; 5.893.180,78 ;54%
SP;ITAPIRA;3522604; 13.577,52 ; 13.577,52 ; -   ;0%
SP;ITAPIRAPUA PAULISTA;3522653; 11.385,79 ; 11.385,79 ; -   ;0%
SP;ITAPOLIS;3522703; 10.822,11 ; 10.822,11 ; -   ;0%
SP;ITAPORANGA;3522802; 11.451,40 ; 11.451,40 ; -   ;0%
SP;ITAPUI;3522901; 9.936,30 ; 10.194,38 ; 717.851,59 ;37%
SP;ITAPURA;3523008; 13.080,76 ; 13.080,76 ; -   ;0%
SP;ITAQUAQUECETUBA;3523107; 9.061,96 ; 10.194,38 ; 63.794.368,89 ;52%
SP;ITARARE;3523206; 10.388,65 ; 10.388,65 ; -   ;0%
SP;ITARIRI;3523305; 10.963,08 ; 10.963,08 ; -   ;0%
SP;ITATIBA;3523404; 12.237,98 ; 12.237,98 ; -   ;0%
SP;ITATINGA;3523503; 11.539,50 ; 11.539,50 ; -   ;0%
SP;ITIRAPINA;3523602; 12.378,01 ; 12.378,01 ; -   ;0%
SP;ITIRAPUA;3523701; 10.615,71 ; 10.615,71 ; -   ;0%
SP;ITOBI;3523800; 11.659,27 ; 11.659,27 ; -   ;0%
SP;ITU;3523909; 13.608,15 ; 13.608,15 ; -   ;0%
SP;ITUPEVA;3524006; 16.603,52 ; 16.603,52 ; -   ;0%
SP;ITUVERAVA;3524105; 11.349,68 ; 11.349,68 ; -   ;0%
SP;JABORANDI;3524204; 11.002,68 ; 11.002,68 ; -   ;0%
SP;JABOTICABAL;3524303; 14.090,76 ; 14.090,76 ; -   ;0%
SP;JACAREI;3524402; 11.980,08 ; 11.980,08 ; -   ;0%
SP;JACI;3524501; 10.690,61 ; 10.690,61 ; -   ;0%
SP;JACUPIRANGA;3524600; 10.578,86 ; 10.578,86 ; -   ;0%
SP;JAGUARIUNA;3524709; 15.112,66 ; 15.112,66 ; -   ;0%
SP;JALES;3524808; 11.891,13 ; 11.891,13 ; -   ;0%
SP;JAMBEIRO;3524907; 12.114,62 ; 12.114,62 ; -   ;0%
SP;JANDIRA;3525003; 11.296,42 ; 11.296,42 ; -   ;0%
SP;JARDINOPOLIS;3525102; 10.766,04 ; 10.766,04 ; -   ;0%
SP;JARINU;3525201; 12.199,17 ; 12.199,17 ; -   ;0%
SP;JAU;3525300; 12.521,17 ; 12.521,17 ; -   ;0%
SP;JERIQUARA;3525409; 10.558,79 ; 10.558,79 ; -   ;0%
SP;JOANOPOLIS;3525508; 11.459,53 ; 11.459,53 ; -   ;0%
SP;JOSE BONIFACIO;3525706; 11.453,54 ; 11.453,54 ; -   ;0%
SP;JULIO MESQUITA;3525805; 10.021,85 ; 10.194,38 ; 133.341,16 ;45%
SP;JUMIRIM;3525854; 10.438,90 ; 10.438,90 ; -   ;0%
SP;JUNDIAI;3525904; 18.514,02 ; 18.514,02 ; -   ;0%
SP;JUNQUEIROPOLIS;3526001; 11.005,41 ; 11.005,41 ; -   ;0%
SP;JUQUIA;3526100; 9.782,63 ; 10.194,38 ; 1.143.893,88 ;52%
SP;JUQUITIBA;3526209; 10.475,73 ; 10.475,73 ; -   ;0%
SP;LAGOINHA;3526308; 11.506,78 ; 11.506,78 ; -   ;0%
SP;LARANJAL PAULISTA;3526407; 10.793,55 ; 10.793,55 ; -   ;0%
